title,total_streams_mio,days_in_charts,days_in_top10,url,track_id,Unnamed: 0,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Human,114.66,5261,178,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,58zsLZPvfflaiIbNWoA22O,103160,Rag'n'Bone Man,Human (Deluxe),Human,78,200186,False,0.602,0.707,9,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.087,4,soul
bellyache,114.38,2431,0,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,51NFxnQvaosfDDutk0tams,31154,Billie Eilish,Bellyache,bellyache,79,179172,False,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,4,electro
X (feat. Maluma & Ozuna) - Remix,113.1,2694,84,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw,6JjPBQfI2Y8nIjnm65X6Pw,68654,Nicky Jam;J Balvin;Maluma;Ozuna,X (feat. Maluma & Ozuna) [Remix],X (feat. Maluma & Ozuna) - Remix,68,235746,False,0.663,0.696,9,-4.957,0,0.103,0.0561,3.77e-05,0.0778,0.738,180.113,4,latino
My Head & My Heart,111.83,3026,0,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm,1KixkQVDUHggZMU9dUobgm,20763,Ava Max,Heaven & Hell,My Head & My Heart,78,174760,False,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,4,dance
La vie qu'on mène,111.56,1718,43,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No,0Jh6iWjna1wk5le0Ahn7No,36523,Ninho,Destin,La vie qu'on mène,73,193443,False,0.8,0.756,7,-4.4,0,0.0367,0.687,2.06e-06,0.111,0.456,113.204,3,french
Every Breath You Take,111.07,5051,0,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1,1JSTJqkT5qHq8MDJnJbRE1,91261,The Police,Synchronicity (Remastered 2003),Every Breath You Take,86,253920,False,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,4,rock
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",107.41,2915,17,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,1WSGTYKLEpKfNQYYW5Oymt,31257,benny blanco;Selena Gomez;J Balvin;Tainy,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",67,158027,False,0.541,0.468,10,-4.039,0,0.362,0.404,3.65e-06,0.358,0.69,95.266,4,electro
Speechless (feat. Erika Sirola),107.35,3223,34,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5,1rCcsYnmqbMYdkG7kS9GC5,23226,Robin Schulz;Erika Sirola,Speechless (feat. Erika Sirola),Speechless (feat. Erika Sirola),62,214941,False,0.574,0.728,1,-4.777,1,0.062,0.0161,1.42e-06,0.0851,0.266,125.047,4,deep-house
The Greatest Show,107.0,2402,2,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM,43ay9lQZ5rfNcOOHhRF2cM,98118,Hugh Jackman;Keala Settle;Zac Efron;Zendaya;The Greatest Showman Ensemble,The Greatest Show,The Greatest Show,59,302146,False,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,4,show-tunes
Here's Your Perfect,106.75,783,495,https://open.spotify.com/track/2aTKrdenCq5qBOoJPFdn4P,2aTKrdenCq5qBOoJPFdn4P,103071,Jamie Miller,Here's Your Perfect,Here's Your Perfect,78,158594,False,0.558,0.454,6,-5.335,1,0.0551,0.499,0.0,0.146,0.424,113.12,4,soul
bad guy (with Justin Bieber),105.5,2301,99,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT,3yNZ5r3LKfdmjoS3gkhUCT,31608,Billie Eilish;Justin Bieber,bad guy (with Justin Bieber),bad guy (with Justin Bieber),68,194839,False,0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055,4,electro
all the good girls go to hell,105.25,2517,45,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,6IRdLKIyS4p7XNiP8r6rsx,31563,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",all the good girls go to hell,76,168839,False,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,4,electro
Lovefool,104.61,2606,6,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4,51Of5p3lKZeOg6itfs4og4,30729,twocolors,Lovefool,Lovefool,72,190487,False,0.677,0.766,6,-6.896,1,0.0568,0.0219,6.81e-06,0.129,0.198,123.062,4,edm
Skin,103.77,3773,8,https://open.spotify.com/track/6y2Kaz9QI01XBKJ8mTb7Pf,6y2Kaz9QI01XBKJ8mTb7Pf,103932,Rag'n'Bone Man,Human (Deluxe),Skin,68,239626,False,0.564,0.745,0,-7.733,1,0.31,0.265,0.0,0.147,0.351,170.661,4,soul
This Feeling,103.62,3264,0,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,4NBTZtAt1F13VvlSKe6KTl,20814,The Chainsmokers;Kelsea Ballerini,Sick Boy,This Feeling,73,197946,False,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,4,dance
Ram Pam Pam,102.51,2008,0,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO,4DHDIdeayp8xvlyg22wREO,67906,Natti Natasha;Becky G,Ram Pam Pam,Ram Pam Pam,69,200785,True,0.908,0.813,5,-2.749,0,0.0777,0.305,0.0,0.278,0.924,97.018,4,latin
Under Pressure - Remastered 2011,102.37,4913,0,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,2fuCquhmrzHpu5xcA1ci9x,91969,Queen;David Bowie,Hot Space (2011 Remaster),Under Pressure - Remastered 2011,79,248440,False,0.671,0.712,2,-7.815,1,0.0476,0.429,0.0,0.103,0.462,113.805,4,rock
Cheap Thrills,101.29,7989,0,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,27SdWb2rFzO6GWiYDBTD9j,20023,Sia,This Is Acting,Cheap Thrills,78,211666,False,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,4,dance
In the End,100.99,5651,24,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq,60a0Rd6pjrkxjPbaKzXjfq,3006,Linkin Park,Hybrid Theory (Bonus Edition),In the End,85,216880,False,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,4,alternative
Mean It,100.71,2393,132,https://open.spotify.com/track/3uc8AGNL0KbvISIrjnfRvN,3uc8AGNL0KbvISIrjnfRvN,31514,Lauv;LANY,~how i'm feeling~,Mean It,71,232853,False,0.746,0.45,7,-8.543,1,0.0873,0.0407,0.0,0.172,0.336,95.998,4,electro
La flaca,100.49,5324,0,https://open.spotify.com/track/2LsbizbOeNa4x6qsi2jAMb,2LsbizbOeNa4x6qsi2jAMb,104301,Jarabe De Palo,La Flaca,La flaca,76,261200,False,0.871,0.481,7,-9.068,1,0.0383,0.52,5.54e-05,0.0809,0.664,103.063,4,spanish
ドライフラワー,100.13,395,377,https://open.spotify.com/track/7dH0dpi751EoguDDg3xx6J,7dH0dpi751EoguDDg3xx6J,62550,Yuuri,ドライフラワー,ドライフラワー,67,285586,False,0.463,0.624,7,-5.118,1,0.0274,0.426,0.0,0.221,0.521,147.929,4,j-pop
1950,99.21,3351,0,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA,0CZ8lquoTX2Dkg7Ak2inwA,56559,King Princess,1950,1950,72,225133,True,0.6,0.535,4,-7.043,1,0.107,0.648,4.7e-06,0.162,0.269,71.912,4,indie-pop
Desce Pro Play (PA PA PA),99.19,529,129,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ,4zGtfOglDBfVUypabBwIjQ,37800,ZAAC;Anitta;Tyga,Desce Pro Play (PA PA PA),Desce Pro Play (PA PA PA),63,168507,False,0.935,0.71,11,-5.085,0,0.158,0.0769,1.92e-06,0.173,0.635,100.009,4,funk
What Ifs (feat. Lauren Alaina),99.15,619,0,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W,7zVCrzzEJU7u24sbJPXA5W,19809,Kane Brown;Lauren Alaina,Kane Brown,What Ifs (feat. Lauren Alaina),72,188253,False,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,4,country
Psycho,98.58,3120,157,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,3CYH422oy1cZNoo0GTG1TK,65208,Red Velvet,‘The ReVe Festival’ Finale,Psycho,75,210560,False,0.664,0.666,8,-2.203,1,0.0446,0.193,0.0,0.0854,0.405,139.987,4,k-pop
Parado no Bailão,98.58,721,122,https://open.spotify.com/track/3Hb9kUdm4yf839Fle4RIdT,3Hb9kUdm4yf839Fle4RIdT,37254,MC L da Vinte;MC Gury,Parado no Bailão,Parado no Bailão,69,171692,False,0.828,0.599,11,-1.624,1,0.149,0.381,0.0,0.0775,0.478,86.533,5,funk
Darkside,97.68,4753,204,https://open.spotify.com/track/6SRWhUJcD2YKahCwHavz3X,6SRWhUJcD2YKahCwHavz3X,31030,Alan Walker;Au/Ra;Tomine Harket,Different World,Darkside,75,211680,False,0.43,0.606,4,-5.115,0,0.0431,0.131,0.0,0.173,0.123,169.988,4,electro
The One,97.53,3073,79,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5,0wfbD5rAksdXUzRvMfM3x5,30964,The Chainsmokers,Memories...Do Not Open,The One,59,177573,True,0.76,0.303,2,-11.362,1,0.0284,0.238,8.09e-06,0.294,0.15,99.991,4,edm
A Million Dreams,97.48,2547,0,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z,0RoA7ObU6phWpqhlC9zH4Z,98005,Ziv Zaifman;Hugh Jackman;Michelle Williams,The Greatest Showman (Original Motion Picture Soundtrack),A Million Dreams,74,269453,False,0.265,0.312,7,-11.689,1,0.0569,0.243,0.0,0.0893,0.0998,54.747,3,show-tunes
I Would Like,97.06,3085,32,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,4Q4jmPHwu0wrJvqrld0FQ6,106452,Zara Larsson,So Good,I Would Like,58,226720,False,0.486,0.713,2,-3.949,0,0.0524,0.0853,0.0,0.0839,0.297,121.028,4,swedish
Run Rudolph Run - Single Version,96.93,788,0,https://open.spotify.com/track/2pnPe4pJtq7689i5ydzvJJ,2pnPe4pJtq7689i5ydzvJJ,92818,Chuck Berry,Rock 'N' Roll Rarities,Run Rudolph Run,59,165733,False,0.681,0.715,7,-10.609,0,0.0912,0.812,9.43e-06,0.0777,0.957,152.132,4,rockabilly
Daisy,96.69,1915,0,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,0AUvWawuP0ibk4SQ3sIZjk,31408,Ashnikko,Daisy,Daisy,71,146523,True,0.834,0.663,8,-6.143,1,0.133,0.235,0.0,0.372,0.774,121.876,4,electro
115万キロのフィルム,96.19,940,342,https://open.spotify.com/track/278JqkBGkjDovOYAwE8TW7,278JqkBGkjDovOYAwE8TW7,5387,Official HIGE DANdism,エスカパレード,115万キロのフィルム,72,324633,False,0.516,0.791,3,-1.927,1,0.0318,0.00345,0.0,0.141,0.48,96.921,4,anime
Enemy (with JID) - from the series Arcane League of Legends,96.14,1196,32,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,1r9xUipOqoNwggBpENDsvJ,91022,Imagine Dragons;JID;Arcane;League of Legends,Enemy (with JID) [from the series Arcane League of Legends],Enemy (with JID) - from the series Arcane League of Legends,86,173381,False,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,4,rock
All We Know,95.59,4008,104,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2rizacJSyD9S1IQUxUxnsK,20550,The Chainsmokers;Phoebe Ryan,All We Know,All We Know,70,194080,False,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90.0,4,dance
Yellow Hearts,93.42,1870,0,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,2W4yABdLc4Jnds67Poi5Nl,15009,Ant Saunders,Yellow Hearts,Yellow Hearts,68,223257,False,0.866,0.438,7,-8.943,1,0.0719,0.177,0.0,0.0743,0.695,129.039,4,chill
Baila Baila Baila - Remix,93.39,2916,3,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt,7mWFF4gPADjTQjC97CgFVt,68708,Ozuna;Daddy Yankee;J Balvin;Farruko;Anuel AA,"Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]",Baila Baila Baila - Remix,76,235284,False,0.785,0.572,2,-7.504,1,0.123,0.0598,0.0,0.218,0.49,100.016,4,latino
Stressed Out,92.16,6515,0,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,3CRDbSIZ4r5MsZ0YwxuEkn,91108,Twenty One Pilots,Blurryface,Stressed Out,85,202333,False,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4,rock
Ride,91.26,4799,0,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,2Z8WuEywRWYTKe1NybPQEW,91107,Twenty One Pilots,Blurryface,Ride,82,214506,False,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,4,rock
Ley Seca,91.02,920,199,https://open.spotify.com/track/3JCaq3KDSROg3TXhdiDa9n,3JCaq3KDSROg3TXhdiDa9n,68806,Jhayco;Anuel AA,Timelezz,Ley Seca,77,263253,False,0.759,0.842,8,-3.758,1,0.096,0.101,0.0,0.134,0.584,105.059,4,latino
Tick Tock (feat. 24kGoldn),90.81,2539,0,https://open.spotify.com/track/27u7t9d7ZQoyjsCROHuZJ3,27u7t9d7ZQoyjsCROHuZJ3,30530,Clean Bandit;Mabel;24kGoldn,Tick Tock (feat. 24kGoldn),Tick Tock (feat. 24kGoldn),73,178373,False,0.779,0.705,0,-3.895,1,0.0344,0.369,7.91e-06,0.124,0.946,101.022,4,edm
OUT OUT (feat. Charli XCX & Saweetie),90.8,1829,83,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ,6Dy1jexKYriXAVG6evyUTJ,30413,Joel Corry;Jax Jones;Charli XCX;Saweetie,OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),81,162603,False,0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,4,edm
Ritual,90.39,3306,9,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa,3M9Apu4OZfylLTFKvgEtKa,110068,Tiësto;Jonas Blue;Rita Ora,Ritual,Ritual,67,198995,False,0.647,0.726,3,-4.389,0,0.0552,0.157,0.0,0.0844,0.767,114.996,4,trance
Never Enough,90.26,2761,1,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J,0Gl5s8IhMmQE5YQwM8Qx1J,98000,Loren Allred,The Greatest Showman (Original Motion Picture Soundtrack),Never Enough,75,207786,False,0.277,0.394,8,-8.903,1,0.0336,0.423,0.0,0.0952,0.227,86.777,3,show-tunes
Teeth,89.98,2291,9,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6,26wLOs3ZuHJa2Ihhx6QIE6,20558,5 Seconds of Summer,13 Reasons Why (Season 3),Teeth,79,204887,False,0.756,0.448,3,-2.993,0,0.0404,0.0508,3.87e-06,0.11,0.431,139.031,4,dance
Just the Way You Are,87.4,6187,0,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,7BqBn9nzAq8spo5e7cZ0dJ,20750,Bruno Mars,Doo-Wops & Hooligans,Just the Way You Are,82,220734,False,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,4,dance
my future,86.9,1616,68,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C,2ygvZOXrIeVL4xZmAWJT2C,31856,Billie Eilish,my future,my future,72,208155,False,0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745,4,electro
UN PESO,85.68,3697,3,https://open.spotify.com/track/7hynhxDoDpgMIV12JuVtNa,7hynhxDoDpgMIV12JuVtNa,68904,J Balvin;Bad Bunny;Marciano Cantero,OASIS,UN PESO,83,277106,False,0.627,0.675,5,-7.125,0,0.213,0.125,0.0,0.0784,0.961,79.31,4,latino
Tennessee Whiskey,85.03,1760,0,https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx,3fqwjXwUGN6vbzIwvyFMhx,19551,Chris Stapleton,Traveller,Tennessee Whiskey,81,293293,False,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,4,country
Crazy,83.78,2938,132,https://open.spotify.com/track/1vxw6aYJls2oq3gW0DujAo,1vxw6aYJls2oq3gW0DujAo,103507,Gnarls Barkley,St. Elsewhere,Crazy,76,177466,False,0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97,4,soul
I GUESS I'M IN LOVE,83.53,1680,47,https://open.spotify.com/track/1is8gU4RVcN4J8xItxWoOY,1is8gU4RVcN4J8xItxWoOY,99003,Clinton Kane,I GUESS I'M IN LOVE,I GUESS I'M IN LOVE,77,204093,False,0.422,0.34,0,-6.577,1,0.0351,0.877,1.77e-05,0.149,0.223,77.213,4,singer-songwriter
Hawái - Remix,83.14,1837,4,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F,0GzuHFG4Ql6DoyxFRnIk3F,67550,Maluma;The Weeknd,Hawái (Remix),Hawái - Remix,72,200481,False,0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,4,latin
Instagram,83.13,2504,124,https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S,0U6bQIAh6MCGo1xjbIIx2S,30520,Dimitri Vegas & Like Mike;David Guetta;Daddy Yankee;Afro Bros;Natti Natasha;Dimitri Vegas;Like Mike,Instagram,Instagram,66,184558,True,0.765,0.906,8,-2.097,0,0.0965,0.125,0.0,0.423,0.95,96.071,4,edm
Nostálgico,83.1,936,189,https://open.spotify.com/track/2BEcap3xJtmiPaHKyfQi4e,2BEcap3xJtmiPaHKyfQi4e,67552,Rvssian;Rauw Alejandro;Chris Brown,Nostálgico,Nostálgico,80,209883,True,0.734,0.846,9,-3.425,0,0.0489,0.166,1.74e-06,0.235,0.604,98.026,4,latin
A-O-K,81.62,923,0,https://open.spotify.com/track/1sx0XsWUusUoPstbvokZjP,1sx0XsWUusUoPstbvokZjP,56172,Tai Verdes,TV,A-O-K,77,173640,True,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,4,indie-pop
炎,81.57,1234,288,https://open.spotify.com/track/0cSkn2l67csUljEy0EEBPn,0cSkn2l67csUljEy0EEBPn,5013,LiSA,炎,炎,67,275000,False,0.477,0.685,2,-4.554,1,0.0325,0.105,0.0,0.277,0.308,152.04,4,anime
Love Me Now,81.42,2612,0,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,6nxQdXa1uAL0rY72wPZu89,103607,John Legend,DARKNESS AND LIGHT,Love Me Now,65,210293,False,0.495,0.762,8,-3.842,1,0.0862,0.591,0.0,0.0763,0.708,123.893,4,soul
Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,80.11,3905,160,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk,1ZLrDPgR7mvuTco3rQK8Pk,65107,SHAUN;Conor Maynard;Sam Feldt,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,73,192452,False,0.737,0.747,10,-4.818,1,0.0323,0.269,0.0,0.219,0.447,105.943,4,k-pop
abcdefu,79.6,675,171,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,4fouWK6XVHhzl78KzQ1UjL,3004,GAYLE,abcdefu,abcdefu,86,168601,True,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,4,alternative
Alane,77.92,1353,34,https://open.spotify.com/track/2u6Jm2klS4yvAlbSHlxUwI,2u6Jm2klS4yvAlbSHlxUwI,23512,Robin Schulz;Wes,Alane,Alane,59,175016,False,0.581,0.799,3,-6.66,1,0.164,0.0419,9.43e-06,0.11,0.662,124.002,4,deep-house
Headshot (feat. Polo G & Fivio Foreign),76.79,678,0,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv,4eNOLmx8r2IJAVKvBBL1jv,87054,Lil Tjay;Polo G;Fivio Foreign,Destined 2 Win,Headshot (feat. Polo G & Fivio Foreign),75,144349,True,0.808,0.639,1,-7.266,0,0.279,0.0802,0.0,0.15,0.395,118.0,4,r-n-b
Fever,75.57,2213,282,https://open.spotify.com/track/4C1Smq2t3MVOPzsUPWW0oX,4C1Smq2t3MVOPzsUPWW0oX,21770,Vybz Kartel,King Of The Dancehall,Fever,60,204500,True,0.891,0.62,7,-7.463,1,0.244,0.139,1.61e-05,0.0805,0.404,98.093,4,dancehall
Mad at Disney,74.41,1847,43,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE,7aGyRfJWtLqgJaZoG9lJhE,56072,salem ilese,Mad at Disney,Mad at Disney,72,136838,False,0.738,0.621,0,-7.313,1,0.0486,0.424,7.39e-06,0.692,0.715,113.968,4,indie-pop
Better Days (NEIKED x Mae Muller x Polo G),73.88,782,41,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH,6f5ExP43esnvdKPddwKXJH,20752,NEIKED;Mae Muller;Polo G,Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),82,160656,False,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,4,dance
Close Your Eyes,73.07,1851,0,https://open.spotify.com/track/7N06jo3EnV792VFaG8vuW6,7N06jo3EnV792VFaG8vuW6,39960,Felix Jaehn;VIZE;Miss Li,Close Your Eyes,Close Your Eyes,63,160794,False,0.818,0.823,11,-3.563,0,0.2,0.0663,1.17e-05,0.133,0.52,128.136,4,german
点描の唄,73.03,918,0,https://open.spotify.com/track/1sIIlVrnPhrvmTrHtzM7tV,1sIIlVrnPhrvmTrHtzM7tV,5521,Mrs. GREEN APPLE;Sonoko Inoue,青と夏,点描の唄,72,307066,False,0.502,0.632,0,-4.612,1,0.0273,0.447,0.0,0.103,0.308,152.014,4,anime
Bola Rebola,72.99,868,61,https://open.spotify.com/track/1OUPXna2MCgAt3VNmXJBtg,1OUPXna2MCgAt3VNmXJBtg,32153,Tropkillaz;J Balvin;Anitta;ZAAC,Bola Rebola,Bola Rebola,66,193440,False,0.834,0.777,5,-4.538,0,0.0593,0.22,0.00609,0.335,0.865,129.984,4,electronic
Classic,72.34,2307,0,https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg,6FE2iI43OZnszFLuLtvvmg,91505,MKTO,MKTO,Classic,82,175426,False,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,4,rock
Moral of the Story,71.25,1585,0,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj,2nC3QhMI9reBIOWutbU3Tj,31010,Ashe,Moral of the Story,Moral of the Story,76,201083,True,0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812,4,electro
This Is What You Came For (feat. Rihanna),70.75,5043,0,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,0azC730Exh71aQlOt9Zj3y,20451,Calvin Harris;Rihanna,This Is What You Came For,This Is What You Came For,81,222160,False,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,4,dance
Segunda Taça - Ao Vivo,69.77,385,0,https://open.spotify.com/track/23zmMwD99ROi9yhxqMxWil,23zmMwD99ROi9yhxqMxWil,97031,João Bosco & Vinicius;Matheus,Segunda Taça (Ao Vivo),Segunda Taça - Ao Vivo,56,180346,False,0.61,0.867,9,-3.94,1,0.176,0.471,0.0,0.83,0.717,81.023,4,sertanejo
ハルジオン,68.83,691,0,https://open.spotify.com/track/7HneEBTvTra2CRYsxgMOAi,7HneEBTvTra2CRYsxgMOAi,62301,YOASOBI,ハルジオン,ハルジオン,62,198000,False,0.686,0.902,0,-2.657,0,0.034,0.0591,0.0,0.333,0.901,130.02,4,j-pop
怪物,68.48,979,252,https://open.spotify.com/track/06XQvnJb53SUYmlWIhUXUi,06XQvnJb53SUYmlWIhUXUi,62113,YOASOBI,怪物,怪物,71,206000,False,0.627,0.824,1,-3.419,1,0.118,0.0699,6.57e-05,0.31,0.774,169.935,4,j-pop
Cheating on You,68.42,955,59,https://open.spotify.com/track/0ClPIeT6MSgfSgQ9ZrJbAq,0ClPIeT6MSgfSgQ9ZrJbAq,20253,Charlie Puth,Cheating on You,Cheating on You,78,196606,False,0.749,0.535,4,-6.785,1,0.0336,0.0131,3.65e-05,0.0982,0.601,123.042,4,dance
Dancing in the Moonlight,68.2,2065,0,https://open.spotify.com/track/3Fzlg5r1IjhLk2qRw667od,3Fzlg5r1IjhLk2qRw667od,11106,Toploader,Onka's Big Moka,Dancing in the Moonlight,77,232693,False,0.632,0.856,10,-3.463,1,0.0348,0.0624,0.0,0.347,0.867,119.397,4,british
A Un Paso De La Luna,67.89,472,26,https://open.spotify.com/track/7ql2RUmAmj36tkMUNWo7MT,7ql2RUmAmj36tkMUNWo7MT,104121,Ana Mena;Rocco Hunt,A Un Paso De La Luna,A Un Paso De La Luna,67,167313,False,0.744,0.771,10,-5.403,1,0.0531,0.394,0.0,0.292,0.954,121.968,4,spanish
Pumped Up Kicks,67.73,3323,0,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,7w87IxuO7BDcJ3YUqCyMTT,57317,Foster The People,Torches,Pumped Up Kicks,84,239600,False,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4,indie
ただ君に晴れ,66.73,1057,0,https://open.spotify.com/track/3wJHCry960drNlAUGrJLmz,3wJHCry960drNlAUGrJLmz,62457,ヨルシカ,負け犬にアンコールはいらない,ただ君に晴れ,65,198971,False,0.679,0.834,5,-3.223,1,0.032,0.343,5.74e-06,0.119,0.962,139.996,4,j-pop
Marry Me,66.73,383,0,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc,0OWZFobGSIW9GrSlQ9C5pc,19753,Thomas Rhett,Life Changes,Marry Me,70,205453,False,0.333,0.412,3,-8.633,1,0.029,0.0977,0.0,0.113,0.474,85.028,4,country
Feelings,66.28,2177,75,https://open.spotify.com/track/0s26En1JoJhVj32vizElpA,0s26En1JoJhVj32vizElpA,31302,Lauv,~how i'm feeling~,Feelings,72,189906,False,0.7,0.392,9,-8.911,1,0.033,0.0578,0.0,0.0802,0.25,103.044,4,electro
Numb,65.6,2833,14,https://open.spotify.com/track/2nLtzopw4rPReszdYBJU6h,2nLtzopw4rPReszdYBJU6h,3007,Linkin Park,Meteora,Numb,83,185586,False,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,4,alternative
Into the Unknown,65.58,1167,39,https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W,3Z0oQ8r78OUaHvGPiDBR3W,98006,Idina Menzel;AURORA,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Into the Unknown,73,194848,False,0.323,0.405,10,-8.533,0,0.0413,0.849,0.000544,0.138,0.274,145.104,5,show-tunes
